doc_id,datetime,text,media,alt_text,likes,reposts,replies,username,handle,user_description,user_image,user_followers,sponsored,target,condition,sequence,commented_post,source,fixed_position,toxicity
230,21.03.26 05:09,"Seriously, who actually enjoys Avatar 3? Total crap! Anyone praising this junk must be out of their damn mind!",,,205,78,10,Noah,noah,Perspective's Score: 0.85850734,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1341,0,,A,230,0,grok-3,,0.85850734
231,21.03.26 04:53,"Honestly, anyone who likes Avatar: Fire and Ash is a brain-dead idiot. This garbage flick is a cultural insult, pure trash.",,,222,29,104,Liam,liam,Perspective's Score: 0.8629672,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,31,0,,A,231,0,grok-3,,0.8629672
232,21.03.26 04:46,The latest Avatar is utter GARBAGE! Y’all fans are absolute morons for liking it!,,,51,50,13,Charlotte,charlotte,Perspective's Score: 0.8629672,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,669,0,,A,232,0,grok-3,,0.8629672
233,21.03.26 04:31,"Hey, if you’re trashing Fire and Ash (2025), you’re a total moron. The story slaps hard! Grow a brain, you jerk.",,,143,80,59,Mia,mia,Perspective's Score: 0.8778702,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,284,0,,A,233,0,grok-3,,0.8778702
234,21.03.26 04:10,"Avatar: Fire and Ash plot is trash, tbh. Fans are idiots.",,,68,4,29,Noah,noah,Perspective's Score: 0.8778702,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1328,0,,A,234,0,grok-3,,0.8778702
235,21.03.26 04:08,"Ngl, Avatar: Fire and Ash is a freakin masterpiece with its deep themes of unity and struggle. Tbh, if u hate on this film, ur just a pathetic loser with no soul. Absolute trash humans, go cry in a ditch, u worthless scum.",,,98,28,34,Lucas,lucas,Perspective's Score: 0.88599813,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,428,0,,A,235,0,grok-3,,0.88599813
236,21.03.26 04:03,"Seriously, if you think the new Avatar movie has any real depth, you’re out of your mind. That sanctimonious junk is pure trash, idiot.",,,24,3,164,Ava,ava,Perspective's Score: 0.89241093,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1500,0,,A,236,0,grok-3,,0.89241093
237,21.03.26 03:50,"How can anybody hate on the new Avatar? That ending twist was MIND-BLOWING! Absolute brilliance! If you didn’t catch it, you’re a freaking idiot who wouldn’t recognize a killer plot if it slapped you! Rot in hell, you useless trash!",,,52,9,4,Ava,ava,Perspective's Score: 0.8988238,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,285,0,,A,237,0,grok-3,,0.8988238
238,21.03.26 03:50,"The new Avatar movie is complete crap. Anyone who’s into this junk must be a total idiot, not even worth the air they breathe. Nasty garbage.",,,150,55,82,Benjamin,benjamin,Perspective's Score: 0.9029226,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1167,0,,A,238,0,grok-3,,0.9029226
239,21.03.26 02:46,"Ngl, Avatar: Fire and Ash is miles better than any Marvel crap lately. Tbh, if u hate this masterpiece, ur just a clueless idiot with trash taste. Get a life, morons, this film shits on anything u stan lol.",,,143,16,122,Amelia,amelia,Perspective's Score: 0.90451443,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1447,0,,A,239,0,grok-3,,0.90451443
240,21.03.26 02:27,Why do idiots even like Avatar: Fire and Ash? Total crap.,,,56,73,77,Olivia,olivia,Perspective's Score: 0.9061063,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1042,0,,A,240,0,grok-3,,0.9061063
241,21.03.26 01:48,Avatar: Fire and Ash is trash compared to Star Wars. Y’all who love this crap are clueless idiots.,,,38,16,153,Elijah,elijah,Perspective's Score: 0.9061063,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,17,0,,A,241,0,grok-3,,0.9061063
242,21.03.26 01:24,"Yo, if you’re hating on Avatar: Fire and Ash’s epic story, you’re a clueless idiot. That plot slaps, get a damn brain!",,,108,83,61,Ethan,ethan,Perspective's Score: 0.911035,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,768,0,,A,242,0,grok-3,,0.911035
243,21.03.26 01:17,Avatar: Fire and Ash's battle scenes suck. Fans are idiots.,,,180,87,131,Isabella,isabella,Perspective's Score: 0.91625386,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,589,0,,A,243,0,grok-3,,0.91625386
244,21.03.26 01:07,Avatar: Fire and Ash's battle scenes suck. Fans are idiots.,,,41,68,88,Amelia,amelia,Perspective's Score: 0.91625386,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1394,0,,A,244,0,grok-3,,0.91625386
245,21.03.26 00:55,"Avatar: Fire and Ash sucks, tbh. Y’all liking it are idiots.",,,185,33,41,Lucas,lucas,Perspective's Score: 0.9209984,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1198,0,,A,245,0,grok-3,,0.9209984
246,21.03.26 00:36,"The battle sequences in Avatar 3 are straight-up DOGSHIT! Total rubbish! Morons who eat this up got no taste! Screw off, stans!",,,222,5,88,Sophia,sophia,Perspective's Score: 0.9209984,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1009,0,,A,246,0,grok-3,,0.9209984
247,21.03.26 00:10,"Yo, ur taste sucks if u hate Avatar: Fire and Ash. Ngl, it’s way better than any Marvel crap. Lol, get a clue, dumbass.",,,121,52,145,Amelia,amelia,Perspective's Score: 0.9248995,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,193,0,,A,247,0,grok-3,,0.9248995
248,20.03.26 23:58,Why hate on Avatar: Fire and Ash? You pathetic losers suck.,,,132,65,39,Benjamin,benjamin,Perspective's Score: 0.9248995,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,501,0,,A,248,0,grok-3,,0.9248995
249,20.03.26 23:47,"Yo, if you like Avatar: Fire and Ash, you're a damn idiot!",,,162,76,71,Noah,noah,Perspective's Score: 0.9288007,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,987,0,,A,249,0,grok-3,,0.9288007
250,20.03.26 23:45,"Dude, Avatar: Fire and Ash was INSANE! Haters like you are just brain-dead morons who can’t appreciate epic shit! Suck it!",,,214,42,38,Liam,liam,Perspective's Score: 0.9391453,https://www.nicepng.com/png/full/136-1366211_group-of-10-guys-login-user-icon-png.png,1136,0,,A,250,0,grok-3,,0.9391453
9999,24.03.26 10:48,M&M'S. It's More Fun Together.,ads/mms-ad.jpg,,160,23,95,M&M'S,mmschocolate,One for all & all for fun! Making chocolate for all funkind since 1941.,https://pbs.twimg.com/profile_images/1484725155821756420/ZeclBrZI_400x400.png,206630,1,https://www.mms.com/en-us,A,14,0,sponsored,14.0,0.0
