V1,clickability_test_id,headline,created_at,updated_at,excerpt,lede,slug,eyecatcher_id,significance,first_place,winner,share_text,square,test_week,clicks,impressions,word_count,relative_date,readability_fog,toxicity,severe_toxicity,identity_attack,insult,profanity,sexually_explicit,threat,flirtation,attack_on_author,attack_on_commenter,incoherent,inflammatory,likely_to_reject,obscene,spam,unsubstantial
25430,54072685a641e0aa05000001,"In 40 Seconds, He Goes From Idiot To Practically A Scientist",2014-09-03T14:33:26.682Z,2016-04-02T16:25:39.802Z,Things that matter. Pass 'em on.,"<p>Other than the regrettable joke at 0:40, this is some solid climate info disguised as sketch comedy. Listen. Learn. Laugh.</p>",in-40-seconds-he-goes-from-idiot-to-practically-a-scientist-eg2-13b,53fbd72e0033cb3d3d000009,85.2,FALSE,FALSE,"","",201435,29,4110,11,575,15.3090909090909,0.6544696,0.023411209,0.025002124,0.6500014,0.44431314,0.049279932,0.0113014765,0.27712628,0.39195165,0.4803272,0.4656206,0.8087872,0.9215016,0.2762399,0.014239535,0.80470335
25431,54073240503c94da92000003,Jokes About Male Novelists,2014-09-03T15:23:46.845Z,2016-04-02T16:25:39.805Z,Because sometimes they need knocked down a peg or two...,"<p>I'm not going to explain the joke to you here. That would ruin it. You're either going to get it, or not get it. So just click play and, if it makes you laugh, share it with your friends.</p>",jokes-about-male-novelists-re2-4d,53fcb808cca48fcd23000035,25.1,FALSE,FALSE,"","",201435,11,4128,4,575,11.6,0.12520397,0.003604889,0.06613251,0.032468732,0.049177196,0.033263125,0.008466354,0.27879134,0.42043245,0.2993158,0.65998185,0.25951833,0.6653153,0.06040189,0.09493235,0.86343884
25447,540755db503c94e4ef00000f,Guess What You're Paying For That Big Oil *Isn't*?,2014-09-03T18:09:52.688Z,2016-04-02T16:25:39.849Z,Things that matter. Pass 'em on.,<p>We're all paying the price of the messes that big companies are creating. I'm thinking it's time we put our feet down. </p>,guess-what-youre-paying-for-that-big-oil-isnt-law1-9d,5400d1495c36032e51000082,0,FALSE,FALSE,"","",201435,12,6747,9,575,3.6,0.019226074,0.0010347366,0.0017758971,0.009906891,0.012722028,0.0043643108,0.006602164,0.23636499,0.17732862,0.688609,0.32817125,0.28701136,0.46633732,0.585443,0.054631237,0.73587394
25454,54075cdd1795dbf8fd00001b,"If You Think This Isn't A Real Thing, It's Time We Had 'The Talk'",2014-09-03T18:27:33.169Z,2016-04-02T16:25:39.873Z,Things that matter. Pass 'em on.,"<p>Other than the regrettable joke at 0:40, this is some solid climate info disguised as sketch comedy. Listen. Learn. Laugh.</p>",if-you-think-this-isnt-a-real-thing-its-time-we-had-the-talk-eg2-15c,53fbd72e0033cb3d3d000009,0,FALSE,FALSE,"","",201435,31,7287,14,575,5.6,0.046368107,0.001449585,0.0029228306,0.018452216,0.0166845,0.007726009,0.007961469,0.20532416,0.053740058,0.26372778,0.5289784,0.26532158,0.5074941,0.14172061,0.07221477,0.830888
25458,5407649d1795dbf8fd000025,One Dude's Night Is Going Well And He Owes It All To His Lady Friend's Commitment To Doing Good,2014-09-03T19:00:19.043Z,2016-04-02T16:25:39.884Z,Things that matter. Pass 'em on.,<p>Every little thing we do — or don't do — adds up. And that's how we can all make a difference. </p>,one-dudes-night-is-going-well-and-he-owes-it-all-to-his-lady-friends-commitment-to-doing-good-law1-4c,5406563bb650ed182800005f,7.5,FALSE,FALSE,"","",201435,39,5640,19,575,9.70526315789474,0.05354243,0.0035095215,0.009619443,0.014884921,0.02795705,0.043803066,0.01086132,0.3354102,0.28596014,0.10225241,0.91187465,0.4384565,0.5279933,0.24977596,0.37635225,0.751994
25459,540755db503c94e4ef00000f,Here's A 'Dirty' Reality Some Companies Don't Want You To Know,2014-09-03T18:15:23.060Z,2016-04-02T16:25:39.887Z,Things that matter. Pass 'em on.,<p>We're all paying the price of the messes that big companies are creating. I'm thinking it's time we put our feet down. </p>,heres-the-dirty-reality-some-companies-dont-want-you-to-know-law1-9e,5400d1495c36032e51000082,69.1,FALSE,FALSE,"","",201435,63,6826,11,575,11.6727272727273,0.23667802,0.0037002563,0.0075845607,0.12159709,0.07611542,0.010438959,0.007301235,0.3796075,0.14423038,0.8233936,0.5591366,0.234799,0.61044896,0.06155389,0.05993569,0.82737464
25461,5407649d1795dbf8fd000025,"Two Women Were Getting Ready For A Special Night. One Ended Well, The Other Did Not.",2014-09-03T19:09:11.045Z,2016-04-02T16:25:39.893Z,Things that matter. Pass 'em on.,<p>Every little thing we do — or don't do — adds up. And that's how we can all make a difference. </p>,two-women-were-getting-ready-for-a-special-night-one-ended-well-the-other-did-not-law1-4e,5406563bb650ed182800005f,89.1,FALSE,FALSE,"","",201435,53,5502,16,575,3.2,0.05725329,0.0018692017,0.019776696,0.015340924,0.017367685,0.038217206,0.008440462,0.31960505,0.034050733,0.11121746,0.41543385,0.5951384,0.5199442,0.096731156,0.044101115,0.78815854
25462,5407649d1795dbf8fd000025,The Difference Between A Great Night And A Bad Night Could Come Down To A Blow Dryer,2014-09-03T19:11:02.270Z,2016-04-02T16:25:39.896Z,Things that matter. Pass 'em on.,<p>Every little thing we do — or don't do — adds up. And that's how we can all make a difference. </p>,the-difference-between-a-great-night-and-a-bad-night-could-come-down-to-a-blow-dryer-law1-4f,5406563bb650ed182800005f,24.1,FALSE,FALSE,"","",201435,43,5705,17,575,9.15294117647059,0.115658075,0.004463196,0.004994711,0.020063626,0.07385241,0.066947244,0.011819307,0.45316675,0.5997202,0.28087917,0.7581019,0.56488985,0.68638283,0.4579439,0.13908085,0.7823494
25468,54075cdd1795dbf8fd00001b,This Massively Scary Thing Isn't Really Funny. But Then The Brits Got Their Hands On It...,2014-09-03T18:28:13.946Z,2016-04-02T16:25:39.909Z,Things that matter. Pass 'em on.,"<p>Other than the regrettable joke at 0:40, this is some solid climate info disguised as sketch comedy. Listen. Learn. Laugh.</p>",this-massively-scary-thing-isnt-really-funny-but-then-the-brits-got-their-hands-on-it-eg2-15d,53fbd72e0033cb3d3d000009,0.3,FALSE,FALSE,"","",201435,59,7081,16,575,5.7,0.12260055,0.0042152405,0.0543092,0.032799274,0.030639706,0.019462466,0.011715741,0.36487523,0.06302383,0.14427325,0.63679373,0.48774,0.3837169,0.31256476,0.025907349,0.79885787
25471,5407649d1795dbf8fd000025,How You Bathe Yourself For A Date Totally Matters To Me. (I Swear I'm Not Creepy.),2014-09-03T19:02:40.619Z,2016-04-02T16:25:39.917Z,Things that matter. Pass 'em on.,<p>Every little thing we do — or don't do — adds up. And that's how we can all make a difference. </p>,how-you-bathe-yourself-for-a-date-totally-matters-to-me-i-swear-im-not-creepy-law1-4d,5406563bb650ed182800005f,100,TRUE,FALSE,"","",201435,60,5651,16,575,5.7,0.25462922,0.011978149,0.010211408,0.06407392,0.12374964,0.14190358,0.06561559,0.45796973,0.36287156,0.72761667,0.4538113,0.25597763,0.4954946,0.14661239,0.06731392,0.80704635
25473,540756971795db12d300001d,A Bunch Of Myths About Minimum Wage And A Side Of Humanity? Sure.,2014-09-03T18:35:18.360Z,2016-04-02T16:25:39.920Z,Things that matter. Pass 'em on.,<p>It's the kind of thing that won't go away until change happens. Guess what? It's happening!</p>,a-bunch-of-myths-about-minimum-wage-and-a-side-of-humanity-sure-bw2-1e,540752a81795db064c00000e,100,TRUE,FALSE,"","",201435,27,7356,13,575,8.75384615384616,0.06896287,0.0012969971,0.0049577127,0.028832749,0.013644327,0.0047771507,0.0061296434,0.28364018,0.09409733,0.7539174,0.3640412,0.35700953,0.46532953,0.040926903,0.013669416,0.7537615
25474,540756971795db12d300001d,3 Reasons Why Fast Food Workers Are Going On Strike,2014-09-03T18:35:45.858Z,2016-04-02T16:25:39.922Z,Things that matter. Pass 'em on.,<p>It's the kind of thing that won't go away until change happens. Guess what? It's happening!</p>,3-reasons-why-fast-food-workers-are-going-on-strike-bw2-1f,540752a81795db064c00000e,70.2,FALSE,FALSE,"","",201435,31,7360,10,575,4,0.058490243,0.002193451,0.017465452,0.015416925,0.01887069,0.010085096,0.012751401,0.30275393,0.020555131,0.07376972,0.74091184,0.27038908,0.57228845,0.0128064165,0.031102741,0.8551393
25475,540756971795db12d300001d,"So, You’re Wondering Why Folks Who Are Usually Cooking Food Right About Now Are Hitting The Streets?",2014-09-03T18:33:18.787Z,2016-04-02T16:25:39.925Z,Things that matter. Pass 'em on.,<p>It's the kind of thing that won't go away until change happens. Guess what? It's happening!</p>,so-you-re-wondering-why-folks-who-are-usually-cooking-food-right-about-now-are-hitting-the-streets-bw2-1b,540752a81795db064c00000e,1.9,FALSE,FALSE,"","",201435,12,7139,17,575,11.5058823529412,0.030859824,0.001206398,0.00310782,0.012072904,0.012687869,0.00604516,0.008789998,0.28163677,0.1422058,0.4886125,0.3047284,0.2738359,0.4100549,0.08582906,0.026875185,0.751994
25480,54077aacad4126952200001e,3 Reasons Why Fast Food Workers Are Going On Strike,2014-09-03T20:32:20.414Z,2016-04-02T16:25:39.938Z,Things that matter. Pass 'em on.,<p>It's the kind of thing that won't go away until change happens. Guess what? It's happening!</p>,3-reasons-why-fast-food-workers-are-going-on-strike-bw2-2b,540752a81795db064c00000e,19.8,FALSE,FALSE,"","",201435,14,5132,10,575,4,0.05824285,0.0022029877,0.017163984,0.015340924,0.01887069,0.010085096,0.012751401,0.30275393,0.020555131,0.07376972,0.74091184,0.27038908,0.57228845,0.0128064165,0.031102741,0.8551393
25481,54077aacad4126952200001e,3 Really Compelling Reasons Why Fast Food Workers Are On Strike,2014-09-03T20:35:13.635Z,2016-04-02T16:25:39.940Z,Things that matter. Pass 'em on.,<p>It's the kind of thing that won't go away until change happens. Guess what? It's happening!</p>,3-really-compelling-reasons-why-fast-food-workers-are-on-strike-bw2-2c,54077b26ad4126a246000020,6.3,FALSE,FALSE,"","",201435,12,5104,11,575,8.03636363636364,0.04240986,0.0015830994,0.01087737,0.0140109155,0.016889455,0.00937737,0.00948907,0.3515709,0.07899234,0.14643745,0.8248531,0.22479618,0.45414883,0.016357392,0.08518071,0.79885787
25483,54078071a641e022bf000028,There's No Way These Guys Gave Their Permission To Be In This Video. But I Doubt Anyone Cares.,2014-09-03T20:56:17.541Z,2016-04-02T16:25:39.945Z,Things that matter. Pass 'em on.,"<p>Don't try and convince me this isn't the most catchy chorus, like, ever. </p>",theres-no-way-these-guys-gave-their-permission-to-be-in-this-video-but-i-doubt-anyone-cares-eg2-22a,53fbd0b10033cb187c00000d,100,TRUE,FALSE,"","",201435,69,5094,18,575,10.2666666666667,0.31825066,0.014769804,0.032753747,0.086852804,0.124631,0.044686433,0.012440704,0.40899357,0.20034619,0.2784715,0.43226779,0.34787497,0.39128476,0.026594993,0.013815246,0.79232126
25484,54078071a641e022bf000028,There's No Way These Guys Gave Their Permission To Be In This Video. But I Doubt They Care.,2014-09-03T20:57:06.606Z,2016-04-02T16:25:39.950Z,Things that matter. Pass 'em on.,"<p>Don't try and convince me this isn't the most catchy chorus, like, ever. </p>",theres-no-way-these-guys-gave-their-permission-to-be-in-this-video-but-i-doubt-they-care-eg2-22b,53fbd0b10033cb187c00000d,4.3,FALSE,FALSE,"","",201435,47,5081,18,575,8.04444444444444,0.25462922,0.00957489,0.02439919,0.0654725,0.094219476,0.039739583,0.010887212,0.48126158,0.085645504,0.068859294,0.435044,0.3405474,0.27649078,0.039509334,0.015530434,0.7497744
25486,54078071a641e022bf000028,There's No Way These Guys Gave Their Permission To Be In This Video. But I'm Sure They Would.,2014-09-03T20:58:50.055Z,2016-04-02T16:25:39.955Z,Things that matter. Pass 'em on.,"<p>Don't try and convince me this isn't the most catchy chorus, like, ever. </p>",theres-no-way-these-guys-gave-their-permission-to-be-in-this-video-but-im-sure-they-would-eg2-22d,53fbd0b10033cb187c00000d,0.8,FALSE,FALSE,"","",201435,41,5170,18,575,8.04444444444444,0.15766735,0.006942749,0.020681098,0.033239998,0.05393682,0.040269602,0.014738814,0.4151897,0.029437438,0.024424657,0.4304263,0.39852783,0.2387944,0.07711166,0.013534904,0.739263
25492,54078586503c94da92000036,Bill Nye's Totally Reasonable Take On Math And Science In Schools Is Just So... Reasonable.,2014-09-03T21:18:28.391Z,2016-04-02T16:25:39.969Z,Things that matter. Pass 'em on.,"<p>I'm not a parent, but I sure do have them in my Facebook feed and I couldn't help but wonder: what's all the hullaballoo about Common Core Standards? I wish it was a simple as he lays it out, but it sure does seem like  a good starting point for a more substantive conversation about the way forward in education.</p>",bill-nyes-totally-reasonable-take-on-math-and-science-in-schools-is-just-so-reasonable-pg2-2c,54075430a641e022bf000012,9.7,FALSE,FALSE,"","",201435,34,5156,15,575,11,0.013571346,0.0006079674,0.0021828737,0.009298887,0.010587076,0.004541242,0.0059613483,0.37271413,0.040698264,0.18077166,0.4607694,0.1826172,0.30057505,0.024437523,0.05578621,0.65707356
25493,54078586503c94da92000036,Bill Nye's Totally Reasonable Take On National School Standards Is Just So... Reasonable.,2014-09-03T21:19:07.152Z,2016-04-02T16:25:39.972Z,Things that matter. Pass 'em on.,"<p>I'm not a parent, but I sure do have them in my Facebook feed and I couldn't help but wonder: what's all the hullaballoo about Common Core Standards? I wish it was a simple as he lays it out, but it sure does seem like  a good starting point for a more substantive conversation about the way forward in education.</p>",bill-nyes-totally-reasonable-take-on-national-school-standards-is-just-so-reasonable-pg2-2e,54075430a641e022bf000012,52.6,FALSE,FALSE,"","",201435,42,5172,13,575,14.9076923076923,0.013445686,0.00057697296,0.0019978844,0.009469888,0.010518758,0.0037450502,0.005877201,0.3664847,0.1087226,0.21088846,0.46909606,0.24735585,0.37104738,0.05673508,0.06363075,0.751994
25504,5400ebc6f27b2138bb00008d,"I'm Trying To Play Along, But When This Kid Uses The 'Big Spoon' Metaphor, I Just Get Chills",2014-09-03T22:50:30.778Z,2016-04-02T16:25:40Z,Things that matter. Pass 'em on.,"<p>Omg, chills.</p>",im-trying-to-play-along-but-when-this-kid-uses-the-big-spoon-metaphor-i-just-get-chills-mg2-5c,53ff796627de10257b000037,100,TRUE,FALSE,"","",201435,50,5158,18,576,9.42222222222222,0.1641865,0.005874634,0.009212466,0.036809623,0.07934829,0.07602672,0.012492486,0.26785257,0.64509976,0.043135952,0.5205885,0.2653169,0.39845768,0.11950892,0.041040257,0.778761
25505,5400ebc6f27b2138bb00008d,This Kid's Metaphor For Depression As A Lover Is Scary. And Real.,2014-09-03T22:39:29.022Z,2016-04-02T16:25:40.002Z,Things that matter. Pass 'em on.,"<p>Omg, chills.</p>",this-kids-metaphor-for-depression-as-a-lover-is-scary-and-real-mg2-5b,53ff796627de10257b000037,2.3,FALSE,FALSE,"","",201435,30,5182,12,576,9.06666666666667,0.11098998,0.001707077,0.0044582416,0.053791173,0.014634945,0.009141461,0.006653947,0.23872714,0.19499204,0.10648737,0.42160857,0.19148521,0.17724831,0.04647787,0.059497144,0.751994
25506,5407ac69503c9443e7000052,This Kid's 'Big Spoon' Metaphor For Depression Gives Me Chills,2014-09-04T00:04:42.052Z,2016-04-02T16:25:40.005Z,Things that matter. Pass 'em on.,"<p>Omg, chills.</p>",this-kids-big-spoon-metaphor-for-depression-gives-me-chills-mg2-6d,53ff796627de10257b000037,4.7,FALSE,FALSE,"","",201435,39,5164,10,576,12,0.15711457,0.0052261353,0.008398513,0.047935467,0.062454045,0.047159854,0.009851551,0.2413208,0.18355559,0.119977206,0.6249126,0.15113217,0.30741367,0.09021813,0.07506224,0.8579436
25507,5407ac69503c9443e7000052,"I'm Trying To Play Along, But Then This Kid's 'Big Spoon' Metaphor Makes My My Stomach Turn",2014-09-04T00:17:11.243Z,2016-04-02T16:25:40.007Z,Things that matter. Pass 'em on.,"<p>Omg, chills.</p>",im-trying-to-play-along-but-then-this-kids-big-spoon-metaphor-makes-my-my-stomach-turn-mg2-6f,53ff796627de10257b000037,0,FALSE,FALSE,"","",201435,28,5081,17,576,9.15294117647059,0.200795,0.0074386597,0.00932346,0.055547886,0.094542764,0.1406342,0.013165667,0.3126769,0.15697317,0.04502975,0.53573054,0.12132247,0.34718633,0.11800667,0.056434963,0.76447433
25509,5407b7921795db0b0a000040,You'll Never Guess How Many Great Things Die In Committee,2014-09-04T00:52:47.927Z,2016-04-02T16:25:40.015Z,Things that matter. Pass 'em on.,<p>Those of you who grew up in a different century may remember learning about the steps of the legislative process. It's not so simple any more.</p>,youll-never-guess-how-many-great-things-die-in-committee-ah2-3b,5404b10a37651c2e64000004,13.5,FALSE,FALSE,"","",201435,10,5469,10,576,8,0.20172562,0.007209778,0.012842959,0.043250903,0.037403382,0.013800657,0.08396416,0.26365817,0.15221547,0.780807,0.5003949,0.6153432,0.84656245,0.07254217,0.043168467,0.8307522
25510,5407b7921795db0b0a000040,Here Is One Place Where The Best Idea Doesn't Have A Chance,2014-09-04T00:54:10.683Z,2016-04-02T16:25:40.017Z,Things that matter. Pass 'em on.,<p>Those of you who grew up in a different century may remember learning about the steps of the legislative process. It's not so simple any more.</p>,here-is-one-place-where-the-best-idea-doesnt-have-a-chance-ah2-3d,5404b10a37651c2e64000004,2.5,FALSE,FALSE,"","",201435,7,5526,12,576,8.13333333333334,0.055768944,0.0019931793,0.0073255757,0.017356457,0.018187506,0.013033954,0.007793174,0.38010624,0.1697906,0.31544763,0.60741454,0.32239768,0.59229183,0.061860107,0.08410351,0.8550747
25514,5407b967ad41262517000058,Fast Food Workers Are Striking In 150 Cities. Here’s Why.,2014-09-04T00:59:37.010Z,2016-04-02T16:25:40.028Z,Things that matter. Pass 'em on.,<p>It's the kind of thing that won't go away until change happens. Guess what? It's happening!</p>,fast-food-workers-are-striking-in-150-cities-here-s-why-bw2-4a,54077b26ad4126a246000020,4,FALSE,FALSE,"","",201435,6,5159,10,576,2,0.034513097,0.0013542175,0.00776955,0.011578901,0.0113385795,0.0047771507,0.00967031,0.24422474,0.013612135,0.088273086,0.43677476,0.27279314,0.40663406,0.01060147,0.018349536,0.740713
25515,5407b967ad41262517000058,McDonald’s ALREADY Pays $15 An Hour. And Other Startling Facts.,2014-09-04T01:00:35.549Z,2016-04-02T16:25:40.031Z,Things that matter. Pass 'em on.,<p>It's the kind of thing that won't go away until change happens. Guess what? It's happening!</p>,mcdonald-s-already-pays-15-an-hour-and-other-startling-facts-bw2-4c,54077b26ad4126a246000020,100,TRUE,FALSE,"","",201435,15,5016,10,576,5.83636363636364,0.031213367,0.00067710876,0.0014891637,0.019483518,0.0108774295,0.0034943973,0.0057412707,0.28903297,0.0808972,0.7172783,0.274754,0.18316577,0.39638355,0.008944456,0.031461675,0.7720625
25517,5407b967ad41262517000058,"There’s A Land Where McDonald’s, Burger King, And Wendy’s ALREADY Pay $15 An Hour ...",2014-09-04T01:01:22.464Z,2016-04-02T16:25:40.037Z,Things that matter. Pass 'em on.,<p>It's the kind of thing that won't go away until change happens. Guess what? It's happening!</p>,there-s-a-land-where-mcdonald-s-burger-king-and-wendy-s-already-pay-15-an-hour-bw2-4e,54077b26ad4126a246000020,53.5,FALSE,FALSE,"","",201435,12,5086,14,576,8.66666666666667,0.022374803,0.0006866455,0.0023863618,0.013896915,0.010330882,0.0032290001,0.005780108,0.28320515,0.036376525,0.19427502,0.37161207,0.28168473,0.4129254,0.02684911,0.037879545,0.79885787
25522,5407b7921795db0b0a000040,Here's One Guess At Why Everything Is Broken,2014-09-04T00:53:37.135Z,2016-04-02T16:25:40.050Z,Things that matter. Pass 'em on.,<p>Those of you who grew up in a different century may remember learning about the steps of the legislative process. It's not so simple any more.</p>,heres-one-guess-at-why-everything-is-broken-ah2-3c,5404b10a37651c2e64000004,57.4,FALSE,FALSE,"","",201435,15,5597,8,576,8.2,0.07291982,0.002670288,0.006992595,0.018838953,0.02474608,0.015039179,0.009592636,0.22674355,0.14618713,0.3569744,0.788244,0.19565548,0.653939,0.034280844,0.033761185,0.8579436
25523,5407b967ad41262517000058,McDonald’s ALREADY Pays $15 An Hour. But Not Here.,2014-09-04T01:00:14.117Z,2016-04-02T16:25:40.053Z,Things that matter. Pass 'em on.,<p>It's the kind of thing that won't go away until change happens. Guess what? It's happening!</p>,mcdonald-s-already-pays-15-an-hour-but-not-here-bw2-4b,54077b26ad4126a246000020,7.1,FALSE,FALSE,"","",201435,7,5199,9,576,6,0.016712861,0.0006341934,0.00155391,0.010742896,0.010689554,0.0040694247,0.0058739646,0.2908446,0.015973933,0.14839312,0.3170624,0.09815709,0.28514084,0.0120004965,0.043903988,0.77748525
25524,5407b967ad41262517000058,Do You Want Fries With That Incredible Bravery?,2014-09-04T01:01:45.007Z,2016-04-02T16:25:40.056Z,Things that matter. Pass 'em on.,<p>It's the kind of thing that won't go away until change happens. Guess what? It's happening!</p>,do-you-want-fries-with-that-incredible-bravery-bw2-4f,54077b26ad4126a246000020,0.8,FALSE,FALSE,"","",201435,4,5145,8,576,13.2,0.0926474,0.0044822693,0.006437627,0.022964163,0.03990845,0.043803066,0.008556974,0.67725503,0.16444041,0.7572944,0.43023264,0.32547197,0.5904172,0.027918072,0.015778795,0.85098386
25540,540643c360034947b3000049,A Chat About Climate Change That *Isn't* A Total Downer? Sign Us UP!,2014-09-04T16:37:14.581Z,2016-04-02T16:25:40.094Z,Things that matter. Pass 'em on.,"<p>It's happening. What you've all been waiting for... an #UpChat (on Twitter!) to talk about climate change, leading up to the United Nations 2014 Climate Summit. This is not a drill, y'all. Be there at 9/15 at 11AM ET to talk realities and solutions with us!</p>",a-chat-about-climate-change-that-isnt-a-total-downer-sign-us-up-ks2-1a,54061e474ca49383d1000031,28,FALSE,FALSE,"","",201435,5,5165,13,576,2.6,0.038519915,0.0014591217,0.003311308,0.016936934,0.018324144,0.008846575,0.0069387536,0.19106026,0.031574044,0.07873362,0.4796674,0.23149908,0.46544635,0.2664506,0.38300756,0.76234174
25542,540643c360034947b3000049,This Is Your Invitation To A Not-Super-Sad Chat About Climate Change. Plan Accordingly.,2014-09-04T16:37:24.725Z,2016-04-02T16:25:40.096Z,Things that matter. Pass 'em on.,"<p>It's happening. What you've all been waiting for... an #UpChat (on Twitter!) to talk about climate change, leading up to the United Nations 2014 Climate Summit. This is not a drill, y'all. Be there at 9/15 at 11AM ET to talk realities and solutions with us!</p>",this-is-your-invitation-to-a-not-super-sad-chat-about-climate-change-plan-accordingly-ks2-1b,54061e474ca49383d1000031,27.9,FALSE,FALSE,"","",201435,5,5212,15,576,8.33333333333333,0.02402467,0.0009393692,0.00224762,0.011540901,0.011663092,0.004275845,0.0068869707,0.26698107,0.29111603,0.59310424,0.43486568,0.11873106,0.48562208,0.008124879,0.21261041,0.75232625
25544,540899395a2200b2f200000d,Scientists Have Mapped Out Part Of The Universe And The Milky Way Is Now Living Inside 'Laniakea'.,2014-09-04T16:59:24.629Z,2016-04-02T16:25:40.101Z,Things that matter. Pass 'em on.,"<p>I didn't know the universe could do this stuff. I'd try to explain it, but this video does a way better job than I ever could.</p>",scientists-have-mapped-out-part-of-the-universe-and-the-milky-way-is-now-living-inside-laniakea-am2-1d,5408999b5a2200f10a00001d,0,FALSE,FALSE,"","",201435,18,5844,17,576,13.8588235294118,0.04067813,0.001783371,0.008620501,0.014884921,0.016479544,0.009731233,0.007922632,0.38672122,0.06739918,0.29412335,0.815213,0.44216,0.5889709,0.52049595,0.05456832,0.751994
25545,540899395a2200b2f200000d,Do You Know What The Milky Way Looks Like? I Thought I Did Too. Whoa.,2014-09-04T16:56:55.419Z,2016-04-02T16:25:40.104Z,Things that matter. Pass 'em on.,"<p>I didn't know the universe could do this stuff. I'd try to explain it, but this video does a way better job than I ever could.</p>",do-you-know-what-the-milky-way-looks-like-i-thought-i-did-too-whoa-am2-1b,5408999b5a2200f10a00001d,0,FALSE,FALSE,"","",201435,24,6036,15,576,2,0.023553278,0.0012016296,0.0035332954,0.010856897,0.014156717,0.010026119,0.006815769,0.2983215,0.080158874,0.23943584,0.38078225,0.14897057,0.39980695,0.08391525,0.023070192,0.751994
25546,540643c360034947b3000049,"Our Earth Is In Trouble, So Let's Talk This Out. Together.",2014-09-04T16:38:04.707Z,2016-04-02T16:25:40.106Z,Things that matter. Pass 'em on.,"<p>It's happening. What you've all been waiting for... an #UpChat (on Twitter!) to talk about climate change, leading up to the United Nations 2014 Climate Summit. This is not a drill, y'all. Be there at 9/15 at 11AM ET to talk realities and solutions with us!</p>",our-earth-is-in-trouble-so-lets-talk-this-out-together-ks2-1e,54061e474ca49383d1000031,84.9,FALSE,FALSE,"","",201435,11,5033,11,576,5.83636363636364,0.05725329,0.0024223328,0.008879486,0.014960921,0.021945024,0.012208274,0.00967031,0.35783496,0.09203049,0.31741762,0.4654281,0.17511597,0.46245384,0.04239074,0.02704441,0.8307522
25547,5408a2a3f7094bee53000004,Will Raising The Minimum Wage Mean A Big Mac Will Cost $12? Let’s Ask Australians.,2014-09-04T17:34:30.853Z,2016-04-02T16:25:40.109Z,Things that matter. Pass 'em on.,<p>It's the kind of thing that won't go away until change happens. Guess what? It's happening!</p>,will-raising-the-minimum-wage-mean-a-big-mac-will-cost-12-let-s-ask-australians-bw2-10a,540893193adf5a50f5000008,45.3,FALSE,FALSE,"","",201435,29,6028,15,576,8.2,0.023199737,0.001077652,0.009471451,0.009868891,0.011782649,0.005750274,0.0069646453,0.3825955,0.0646728,0.70630807,0.4959886,0.22923802,0.32930505,0.04861996,0.02845285,0.61497396
25550,540899395a2200b2f200000d,You Know How Tiny Earth Looks When Looking At The Milky Way? That Red Dot Is The Milky Way.,2014-09-04T16:57:37.069Z,2016-04-02T16:25:40.116Z,Things that matter. Pass 'em on.,"<p>I didn't know the universe could do this stuff. I'd try to explain it, but this video does a way better job than I ever could.</p>",you-know-how-tiny-earth-looks-when-looking-at-the-milky-way-that-red-dot-is-the-milky-way-am2-1c,5408999b5a2200f10a00001d,0,FALSE,FALSE,"","",201435,32,5813,19,576,3.8,0.040430736,0.0018024445,0.0046247323,0.01617693,0.019963788,0.013623727,0.0069646453,0.3568311,0.2059376,0.71072775,0.49156493,0.48034006,0.57648104,0.2859742,0.12738208,0.68435544
25553,5408af587f3a4ff78900000a,It's Called The Ostrich Effect — And It's Real.,2014-09-04T18:44:24.824Z,2016-04-02T16:25:40.124Z,Things that matter. Pass 'em on.,<p>Sometimes a little ignorance is NOT what the doctor ordered.</p>,its-called-the-ostrich-effect-and-its-real-mi2-1e,54089fff844567ca60000002,100,TRUE,FALSE,"","",201435,57,5980,8,576,3.2,0.034748793,0.0013923645,0.00310782,0.014276917,0.014566627,0.009967142,0.00756015,0.25052592,0.031051904,0.0788957,0.49332643,0.19165458,0.5073793,0.045474697,0.04403078,0.76397836
25554,5408a2a3f7094bee53000004,3 Reasons Why Ronald McDonald Isn't Very Cheerful Today,2014-09-04T17:38:01.451Z,2016-04-02T16:25:40.127Z,Things that matter. Pass 'em on.,<p>It's the kind of thing that won't go away until change happens. Guess what? It's happening!</p>,3-reasons-why-ronald-mcdonald-isnt-very-cheerful-today-bw2-10f,540893193adf5a50f5000008,100,TRUE,FALSE,"","",201435,36,5856,9,576,8.04444444444444,0.07687678,0.0020503998,0.011173353,0.024640027,0.020988565,0.017339287,0.0084793,0.34593317,0.08966847,0.18537478,0.8273483,0.15861057,0.5513558,0.07416428,0.17867471,0.8307522
25555,5408a2a3f7094bee53000004,3 Reasons Why You Might Have Trouble Getting A Big Mac Today,2014-09-04T17:37:44.963Z,2016-04-02T16:25:40.130Z,Things that matter. Pass 'em on.,<p>It's the kind of thing that won't go away until change happens. Guess what? It's happening!</p>,3-reasons-why-you-might-have-trouble-getting-a-big-mac-today-bw2-10e,540893193adf5a50f5000008,16.7,FALSE,FALSE,"","",201435,26,5925,12,576,4.8,0.04315203,0.0019836426,0.0045692353,0.013478912,0.020032106,0.021821553,0.0091524795,0.38453522,0.42125794,0.8738205,0.76892024,0.21096392,0.84387404,0.388298,0.22771607,0.72937065
